,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,Level of Engagement,class
1514,10583,10583,Delightful_Nerd,2023-03-31 01:22:05+00:00,1460,387,60,60,56948.0,"I will always ALWAYS love soft female characters. I will always be drawn to this type of character, no matter. The amount of hate that I have seen towards some of these characters because of their feminine and soft personalities is ridiculous and I will defend them all every time https://t.co/NIIqQY2F23",1967,2
1515,6495,6495,martyrmade,2023-03-30 15:07:01+00:00,1630,303,22,12,85910.0,"Neocons &amp; the GOP establishment will never forgive the Middle America, outer-borough, blue collar conservative, whom they blame for costing them the country club set. Give the Democrats credit: their people burn down cities and shoot up Christian schools, and they stick by them.",1967,0
1516,10413,10413,yobrxxzy,2023-03-31 11:11:55+00:00,1546,396,19,5,25029.0,Calling on all FC let’s push that fraud commot top 10 and have two albums in Top 10. 😮‍💨🦅 https://t.co/vGi24uZc1b,1966,2
1517,11564,11564,rowlingmore,2023-03-30 02:05:42+00:00,1601,352,7,6,20220.0,"“This movement has argued, continues to argue, that a man may have had no surgery whatsoever, but if he feels himself to be a woman, the door of every woman’s bathroom, changing room, rape centre should be open to him.” - J.K. Rowling. https://t.co/Um5HROjvM5",1966,2
1518,3396,3396,yobrxxzy,2023-03-31 11:11:55+00:00,1545,396,19,5,25024.0,Calling on all FC let’s push that fraud commot top 10 and have two albums in Top 10. 😮‍💨🦅 https://t.co/vGi24uZc1b,1965,2
1519,7472,7472,Delightful_Nerd,2023-03-31 01:22:05+00:00,1458,386,60,60,56911.0,"I will always ALWAYS love soft female characters. I will always be drawn to this type of character, no matter. The amount of hate that I have seen towards some of these characters because of their feminine and soft personalities is ridiculous and I will defend them all every time https://t.co/NIIqQY2F23",1964,2
1520,5987,5987,Safarnejad_IR,2023-03-28 11:37:16+00:00,1524,355,64,20,61349.0,"When there were violent riots in Iran in which tens of security officers were killed, tortured &amp;... This scumbag was constantly posting how she supports it but when ppl protest in France...

She's nowhere to be found! 
Lapdog! https://t.co/Jrwpg3JbgB",1963,2
1521,2194,2194,AllBiteNoBark88,2023-03-28 01:00:18+00:00,1455,418,68,21,35958.0,"The Bush Family are raising money for DeSantis 

The End.",1962,2
1522,8503,8503,chartsive,2023-03-31 15:10:19+00:00,1466,431,17,48,46012.0,"[61st REAL-TIME ALL KILL] @IVEstarship 'Kitsch' – 12AM KST: 

#1 Bugs (=) 
#1 Genie (=)
#1 MelOn (=) 
#1 FLO (=) 

MelOn ULs: 374,250 (+818) *new peak*

#IVE #아이브",1962,2
1523,10238,10238,mjs_DC,2023-03-28 20:07:39+00:00,1212,593,106,49,89041.0,"Imagine this: Your daughter's friend is raped by her own father. She gets pregnant. You drive her to Oregon to get a medication abortion. 

Under this act, you are now subject to prosecution for ""abortion trafficking"" and face up to five years in prison. https://t.co/lt9gY0q0Xn",1960,2
1524,7377,7377,mjs_DC,2023-03-28 20:07:39+00:00,1212,593,106,49,89039.0,"Imagine this: Your daughter's friend is raped by her own father. She gets pregnant. You drive her to Oregon to get a medication abortion. 

Under this act, you are now subject to prosecution for ""abortion trafficking"" and face up to five years in prison. https://t.co/lt9gY0q0Xn",1960,2
1525,5871,5871,patrick874,2023-03-31 22:55:21+00:00,93,1,1776,88,124097.0,"@RealSpikeCohen She's alive true, but there is still a corpse at the crime scene. If she didn't have the gun what would happen? Some money gone missing? How much was that life worth 1k? 2k? There ain't nothing to be proud of here, she killed a human being.",1958,2
1526,4105,4105,TheMirabilez,2023-03-27 14:08:06+00:00,389,37,287,1244,874624.0,"Fuck it. Post your atomic level sonic hot take. What take do you have that'd truly piss people off and make them seethe. None of this conformist bullshit.

Here's a thread of mine 🧵 https://t.co/M2hd4riZ1Z",1957,1
1527,6059,6059,HilarieBurton,2023-03-30 00:20:12+00:00,1764,156,33,2,154341.0,"You mean the innocent people your failure to legislate got killed?
Will you be wearing an NRA pin? 
Will you cry and then go back to work and do nothing?

They deserve better than you. Blood on your hands, lady. Who will you let die next?",1955,2
1528,3579,3579,nordidia,2023-03-31 00:01:40+00:00,1578,317,58,2,14516.0,"pspsps autism duo truthers

was loosely doodling to cheer my bestie up and they brought up that donnie would seek out hugs and such for comfort. so i had to doodle a cuddle. for my health.

[tc*st do not fucking interact this is platonic/familial]

there is a bonus in the replies https://t.co/rEIOOFXVg7",1955,2
1529,8109,8109,theserfstv,2023-03-31 19:22:52+00:00,1637,237,70,7,85866.0,"Hey hey another dude who works for Tucker Carlson is kinda a white supremacist.

White supremacists: ""oh shit this is how you know he's good""! https://t.co/QXO6aDxEJy",1951,0
1530,10586,10586,dpcoverdale,2023-03-31 14:10:24+00:00,1558,254,109,29,106443.0,"UK Athletics confirm they will now also ban transgender women from competing in the female category, in line with the new policy of World Athletics.  

They have been assured the 'sporting exemption in the Equality Act 2010 applies to the Gender Recognition Act 2004'.",1950,2
1531,11352,11352,ProudElephantUS,2023-03-28 15:38:44+00:00,1252,662,19,17,11708.0,"BREAKING: Hunter Biden's China-linked business partner visited the White House 16 times during the Biden Vice Presidency.

LOCK THEM UP AND THROW AWAY THE KEY. 
https://t.co/or1sA4Zw5B",1950,2
1532,11563,11563,PeterObiUSA,2023-03-31 16:03:35+00:00,1100,795,40,14,35399.0,"Nigeria’s 🇳🇬 heroes are needed across the country at this critical juncture of f our Democracy.
Who will answer the call? Who will dare to dream, who will face their oppressors, who will Peacefully Protest 🪧 against the RAPE of our Democracy by APC and INEC.… https://t.co/ztwf0M8V88",1949,2
1533,3489,3489,villainpinks,2023-03-31 07:29:10+00:00,1432,474,21,21,26510.0,"Biggest 1st day sales on Hanteo by female acts in 2023:

1. #JISOO, ME –  868,947*
2. Twice, Ready To Be – 505K
3. New Jeans, OMG – 481,425

*Still counting",1948,2
1534,5073,5073,AndyGreensky,2023-03-28 06:32:07+00:00,982,490,412,62,35270.0,"This is, of course, what anti-whites want, a population that would rather be slaughtered in the streets than raise a hand in self-defense.

Well, it’s getting to that time, where enough is enough  ‼️FIGHT BACK IF ATTACKED ‼️ with equal measure‼️ https://t.co/IyBpe68Bpy",1946,2
1535,4121,4121,bessbell,2023-03-28 17:17:25+00:00,1795,140,8,3,47283.0,I say it's time to do what the Second Amendment says and regulate the fuck out of this militia.,1946,1
1536,8519,8519,SabinehazanMD,2023-03-31 06:59:55+00:00,1565,268,98,12,61586.0,"This was my face the whole pandemic… From  1. You’re afraid to take an old drug like Hcq                       2. You’re listening to @sethmeyers about IVM?              3. You’re taking a vax tested in 8 months that kills your bif? Happy doctor's day to all my brave, righteous… https://t.co/eJKmGQFU9a",1943,2
1537,3494,3494,villainpinks,2023-03-31 13:35:06+00:00,1394,509,30,10,28748.0,.@BLACKPINK #JISOO ‘FLOWER’ is now the most viewed video in its first 24 hours released in 2023 by a kpop act with 22.4 million views so far surpassing Taeyang’s ‘Vibe’! https://t.co/Nqu8O2wV9c,1943,2
1538,3312,3312,wntrult,2023-03-30 14:11:59+00:00,1377,548,1,8,43632.0,"aespa and their Apple Music Collaborations

- The Chart Show for Savage and Life’s Too Short
- Featured in Up Next : Class of 2022
- The Zane Lowe Show for Hold On Tight
- Artist Curated Playlist “aespa’s Summer Breeze”
- Up Next Film Edition for Girls Album
- A-List K-Pop Covers https://t.co/nGYNBDpMOH",1934,2
1539,11105,11105,Canellelabelle,2023-03-30 11:19:34+00:00,1763,143,23,5,49688.0,"Yes, Germany definitely deserves to be thanked and praised for their hospitality, class and Kindness extended to our Head of State and Royal family at large 😍🇩🇪🤝🇬🇧 https://t.co/Ep4zOFKBT4",1934,2
1540,987,987,koreaarmani,2023-03-25 04:14:38+00:00,1148,716,1,68,103986.0,Ain’t falling in love with no ho That’s what you want from me ?? That’s what you really expect ?? You thinking I’m sitting up depressed ?? I’m somewhere countin up me a check I HATE THAT I HAD TO FUCK WITH ANY OF YOU NIGGAS THATS MY ONLY REGRET!!!,1933,1
1541,5555,5555,JhonnyWhite69,2023-03-30 13:26:10+00:00,1657,238,31,5,71820.0,morning y'all lets get this paper https://t.co/8b0W4vBFqp,1931,2
1542,4704,4704,teeapparently,2023-03-28 00:30:26+00:00,1690,195,5,40,60582.0,"I think taylor becoming the biggest pop star in the world despite being a deeply uncool dork is actually so inspiring, like... never let the fact that you're kinda lame stop you from achieving your dreams of being one of the greatest pop stars of all time",1930,2
1543,6056,6056,MKDorDiggsy,2023-03-28 12:34:21+00:00,1711,182,33,4,56466.0,"When I was 8, my father was shot &amp; killed. I’m 54 now, &amp; that sudden loss will always be the defining moment of my life. I grieve for the parents who lose children &amp; for the children who lose parents. I grieve our national shame and all the ugliness that allows it to continue.",1930,2
1544,2388,2388,MKDorDiggsy,2023-03-28 12:34:21+00:00,1711,182,33,4,56471.0,"When I was 8, my father was shot &amp; killed. I’m 54 now, &amp; that sudden loss will always be the defining moment of my life. I grieve for the parents who lose children &amp; for the children who lose parents. I grieve our national shame and all the ugliness that allows it to continue.",1930,2
1545,4366,4366,BeardedGenius,2023-03-27 18:21:56+00:00,1721,131,59,15,234128.0,This Instagram page put managers in retro clubs tracksuits and they all just look like Sopranos characters https://t.co/scnt9SHFRM,1926,2
1546,7002,7002,SteeleDaddy,2023-03-30 18:12:49+00:00,1710,142,67,4,38998.0,"I try to ignore him, but as someone who also lived through a school-shooting, I fucking hate his grifter bitchass so much https://t.co/sKXVOmzFpm",1923,0
1547,3344,3344,yobrxxzy,2023-03-31 19:38:36+00:00,1537,371,10,1,21111.0,.@wizkidayo More Love Less Ego re-enters Sweden Apple Music chart at #173 (new) 🇸🇪 https://t.co/VHWQp4l6K3,1919,2
1548,8818,8818,Kene_Nnewi,2023-03-29 14:40:12+00:00,782,532,198,403,637706.0,"You have wife at home...you go out doing ivedi without protection....See where this one landed his wife......The woman is on the verge of taking her own life....Her only crime was getting married to Nwa Mkpi na amaro ife.

This story us disturbing!! https://t.co/e4czQFa84o",1915,2
1549,8985,8985,jessikatsu,2023-03-29 15:46:52+00:00,1481,396,14,24,31477.0,"It’s still hilarious to me how ARMY went from proposing to Yoongi to just claiming “I’m ___’s wife” and the boys just rolled with it. Like… we didn’t even get an answer to our proposal, suddenly it’s just a mutual understanding that we are all married at this point. 😭",1915,2
1550,4297,4297,AliceAvizandum,2023-03-31 12:52:50+00:00,1745,135,31,2,38344.0,sorry about the potholes everyone. I’ve been driving this around to fuck up the roads because I didn’t know you weren’t supposed to do that,1913,1
1551,9865,9865,highendhomo,2023-03-24 15:42:16+00:00,1655,224,3,31,69809.0,"beyoncé wearing balmain for vogue france, april 2023 https://t.co/kEsTKHDEjW",1913,2
1552,8817,8817,verbs_on_play,2023-03-31 17:18:47+00:00,1496,395,6,15,94799.0,"the stats about men leaving women they are married to after or during actual tragedies tell a different story but please regale us the tales of being left after you gambled away the rent money, bruh bruh",1912,2
1553,8112,8112,johnlegend,2023-03-31 19:12:40+00:00,1449,359,62,41,258557.0,"Budgets are moral documents which spell out in black and white what our values are. The data is clear. Housing, mental health services, employment opportunities, and education keep people safe. Rolling back bail reform does not. #NoRollBacks
 https://t.co/yLKKiofCjD",1911,2
1554,6549,6549,stallseok,2023-03-30 11:46:44+00:00,1563,330,8,8,26328.0,i’m tired of the discourse … if you made negative tweets about jitb in any capacity then you are to blame period. from solos to some armys. like some of the discourse that happen during jitb era should have never happened.  https://t.co/GyvJClAozk,1909,2
1555,10622,10622,GhConcra,2023-03-31 06:58:01+00:00,1254,535,92,28,121050.0,"“THE MOST BEAUTIFUL BLACK FEMALE MUSICIANS IN THE WORLD” A THREAD 🧵

1. Justin Skye https://t.co/fvRdtSXh4V",1909,2
1556,6504,6504,MarthaKarua,2023-03-31 11:06:09+00:00,1130,303,456,19,175103.0,Your officers &amp; goons hired by government operatives are responsible &amp; you know it . You attack citizens &amp; leaders in peaceful demonstrations with the intention of inflicting harm &amp; creating opportunity for goons to loot then blame it on peaceful demonstrators #MaandamanoMonday,1908,2
1557,10994,10994,wxyzybxz,2023-03-27 11:20:22+00:00,1391,448,10,58,43300.0,"web reaction when zz entered, lx and dp turned their head but web only took a peek with his eyes very quickly👀 
don’t blink or u might miss it

cr 想做什么就做什么呀 https://t.co/1EqSJGzikk",1907,2
1558,7055,7055,RoeGraceM,2023-03-27 02:31:40+00:00,1616,284,3,4,28119.0,We are not doing “men do feminine things to hide abuse” discourse during the fucking trans hate fest. You are ACTIVELY harming transfems with that shit. Focus on half his career being fucking military propaganda.,1907,0
1559,10486,10486,Sheer__Opulence,2023-03-24 14:38:39+00:00,1789,98,14,5,37314.0,"@Zero18414130 I dont expect shit from none of yall. Yall wanna go 50/50 with yo shorty? Do it, hating on providers is still some bitch shit. The fact you offended rn tells me everything I need to know about you, Bubba.",1906,1
1560,152,152,Michell33650674,2023-03-29 12:37:20+00:00,1231,551,85,36,15624.0,"Republicans are forcing young people into POVERTY.  Forced births, no student loan forgiveness, no increase in the minimum wage, no affordable health insurance, no childcare assistance.  Yet, you vote for them for what?  Because you both hate blacks and gays and love guns? Gotcha",1903,2
1561,10951,10951,warhammer,2023-03-31 14:01:18+00:00,1719,152,21,11,85560.0,"As they prepare to head back to the buffet, see what the Tyranids had for their first three courses. 

https://t.co/oM3xve66N2

 #WarhammerCommunity #New40k https://t.co/mdmTeRtgOA",1903,2
1562,11587,11587,WizePenguin,2023-03-31 09:01:00+00:00,1262,550,64,25,35402.0,AFP Commissioner Reece Kershaw colluded with Rupert Murdoch and Bruce Lehrmann’s lawyers to undermine rape trial https://t.co/drIfeE1rGx,1901,2
1563,5493,5493,therecount,2023-03-30 19:44:37+00:00,1144,215,230,309,1928429.0,"Fox News’ Peter Doocy uses all his time at the White House press briefing to ask about an assessment that “literally everyone on Earth will die” because of artificial intelligence:

“It sounds crazy, but is it?” https://t.co/CM0C5t79Wo",1898,2
1564,1714,1714,frantruth,2023-03-28 14:11:26+00:00,1000,382,446,70,50133.0,I've not yet seen a white person do this... https://t.co/mDzQ8BKuzQ,1898,2
1565,605,605,frantruth,2023-03-28 14:11:26+00:00,1000,382,446,70,50131.0,I've not yet seen a white person do this... https://t.co/mDzQ8BKuzQ,1898,2
1566,3270,3270,daddyhope,2023-03-31 20:22:27+00:00,1490,258,145,2,108576.0,My Ndebele cousins are savage with their humor🤣🤣🤣🤣🤣🤣 https://t.co/8oxzDcxFh1,1895,2
1567,4272,4272,tartagliare,2023-03-30 16:26:22+00:00,1732,158,5,0,25399.0,asking a japanese person to prove he’s japanese because you personally don’t think trans people can exist is japan is the one of the most western things anyone can do😭 I’m so sorry ghost holy fuck,1895,1
1568,5811,5811,corsetvil,2023-03-24 21:50:05+00:00,1552,245,41,55,51852.0,"high res = high intake 
low res = low intake 

IT HAS *ALWAYS* BEEN LIKE THIS SHUT THE FUCK UP ALREADY",1893,1
1569,3115,3115,CoffeyTimeNews,2023-03-31 13:08:57+00:00,1577,287,23,6,21120.0,"BREAKING:

Manhattan DA Alvin Bragg sent a letter to House Republicans:

“What neither Mr. Trump nor Congress may do is interfere with the ordinary course of proceedings in New York State.” 

Fuckin right.

The gloves are off.

More 👇",1893,2
1570,2118,2118,joss_prior,2023-03-28 11:47:11+00:00,1572,291,25,4,31834.0,"When its trans woman shooter, we hear 'all men are like this'

When its any AFAB trans person, we hear 'all trans people are like this'

When its a cis person of colour, we hear 'these races are more violent'

When its a white cis person, its the vast majority of the time.",1892,2
1571,6737,6737,UtdJChinkZ9,2023-03-29 07:35:39+00:00,1576,206,65,45,280851.0,"Fairs Mcsause, I sincerely apologise https://t.co/kXEN6B0Bs5",1892,2
1572,657,657,joss_prior,2023-03-28 11:47:11+00:00,1572,291,25,4,31833.0,"When its trans woman shooter, we hear 'all men are like this'

When its any AFAB trans person, we hear 'all trans people are like this'

When its a cis person of colour, we hear 'these races are more violent'

When its a white cis person, its the vast majority of the time.",1892,2
1573,5277,5277,UtdJChinkZ9,2023-03-29 07:35:39+00:00,1576,206,65,45,280851.0,"Fairs Mcsause, I sincerely apologise https://t.co/kXEN6B0Bs5",1892,2
1574,1732,1732,joss_prior,2023-03-28 11:47:11+00:00,1572,291,25,4,31833.0,"When its trans woman shooter, we hear 'all men are like this'

When its any AFAB trans person, we hear 'all trans people are like this'

When its a cis person of colour, we hear 'these races are more violent'

When its a white cis person, its the vast majority of the time.",1892,2
1575,4438,4438,thehaalag,2023-03-27 09:27:59+00:00,1620,236,20,16,142677.0,"this genuinely makes me sad.

All year around Muslim women pray at home.  but in Ramadan some women don’t have families, maybe they’re reverts, or are lonely during the month of Ramadan. 

they look forward to Taraweeh so they can feel the beauty and community of the month.",1892,2
1576,7845,7845,ChanelMurder,2023-03-30 01:16:53+00:00,1363,515,0,12,74326.0,not taking my feelings into consideration is the quickest way to get me to hate you 100%,1890,2
1577,5401,5401,talk2veee,2023-03-28 13:54:41+00:00,1478,324,69,16,91380.0,"I think kneeling down to suck the dick of a guy that might not end up marrying you, should make you cringe more than the sight of a woman, kneeling for her HUSBAND on her wedding day 

“Jeez, why must be kneel? Was she that desperate for marriage?”

How many dirty cheating dicks",1887,1
1578,11309,11309,Whitei94123314,2023-03-31 08:11:58+00:00,1114,681,67,24,31973.0,"And @UKLabour are apparently ahead in the polls !!??
A vote for them is Political Suicide !
On your head be it !!
#NeverStarmer  #NeverEVERLabour",1886,2
1579,3413,3413,yobrxxzy,2023-03-31 18:00:38+00:00,1588,263,32,2,29708.0,Omo bant no go sweet again but na outsiders go suffer ham https://t.co/d8p0TlKJwc,1885,2
1580,8261,8261,Whitei94123314,2023-03-31 08:11:58+00:00,1112,680,67,24,31918.0,"And @UKLabour are apparently ahead in the polls !!??
A vote for them is Political Suicide !
On your head be it !!
#NeverStarmer  #NeverEVERLabour",1883,2
1581,3581,3581,ihatekamden,2023-03-30 15:43:03+00:00,910,214,16,742,234140.0,no idea whaat prompts anyone to say any of this but this is not fucking okay at all especially to say over  a fucking kpop survival show. https://t.co/JnuWKl8LyF,1882,1
1582,8616,8616,A_B_Allen,2023-03-29 20:58:30+00:00,1736,123,13,7,97328.0,Trying to imagine sitting in a theater getting mortally offended by the Blue Cat People Kill The U.S. Military movie and I just can’t do it. I don’t believe y’all.,1879,0
1583,1173,1173,pierrefleury_,2023-03-27 10:13:12+00:00,1538,321,14,6,40486.0,"Niggas see one (1) altercation between 2 women and it makes “perfect sense” to say “women hate women”

But with all the personal experiences, statistical evidence, history of violence shared by women from men lying and abusing them, you just can’t fathom misogyny for some reason.",1879,0
1584,4,4,EnginAltanDuz,2023-03-30 07:42:22+00:00,1635,177,56,8,25393.0,"32 Non-Muslims Accepted Islam in Last 3 Days During Dr Zakir Naik Lectures in Oman 🇴🇲.
Takbeer - Allah Hu Akbar. https://t.co/MewuH4xJUD",1876,2
1585,8857,8857,isabellarileyus,2023-03-30 11:34:54+00:00,1600,157,99,19,74862.0,"I feel so bad for Christian men these days who want to get married. 

Women:
Cant cook 
Cant clean 
Cant shut tf up 

Often times they walk and talk like a man, but can’t 

Protect themselves
Provide for themselves 
Or embrace their true femininity",1875,2
1586,10381,10381,ThatBlackPope,2023-03-26 16:26:16+00:00,1646,150,23,55,78005.0,@Zvbear We’re never getting a President this cold again  https://t.co/aZw8i7VXHx,1874,2
1587,2615,2615,SiddiqiSyed,2023-03-31 09:31:22+00:00,1141,609,81,42,43994.0,"The Met have apologised to a woman after she was sent home &amp; dismissed as ""drunk"" after going to Ilford police station to report she had been raped.

When trying to identify the officer responsible, the police said ""the staff logs from that night have gone missing"". 🤔",1873,2
1588,8827,8827,JulianAndrew63,2023-03-31 06:19:29+00:00,1359,462,39,9,33589.0,"Instead of Matt Doran on #AfternonBriefing asking questions of Mary Doyle re her ex-husband, I wish they ABC would ask Roshena Campbell more about her current husband.

Surely the public deserves to know she's married to the politics editor of Vic's trashiest paper?

#AstonVotes https://t.co/7HwHYIP3KF",1869,2
1589,7012,7012,KD15181,2023-03-29 00:48:27+00:00,1614,173,58,21,41425.0,I hate my country. I fucking hate the United States. I hate that I'm stuck here. I just want to get me and my family the fuck out. I'm tired and depressed. It just keeps getting worse. It feels irresponsible to even send my boys to school everyday for fear they won't come home.,1866,0
1590,8969,8969,milkydough,2023-03-30 04:48:04+00:00,1726,130,8,0,11396.0,"Good morning!! Take those happily married gay people, I will work through my mentions later gotta go to work now :( https://t.co/tMQQuN7aFM",1864,2
1591,9050,9050,AshwiniSahaya,2023-03-29 17:08:10+00:00,1068,765,12,18,20631.0,"India 🇮🇳: One sided lover Shadab resident of Mirzapur, shot a married woman named Reshma (name changed) in the abdomen, in Vijaynagar PS area, Ghaziabad, #UttarPradesh

She was admitted to MMG Hospital. When the condition became critical, She was referred to GTB Hospital Delhi + https://t.co/22ibG58Rf7",1863,2
1592,5363,5363,caitoz,2023-03-30 18:08:35+00:00,1374,430,35,22,104138.0,"In January a Russian official warned the use of depleted uranium munitions in Ukraine would be responded to the same as a dirty bomb. In March the UK confirmed it was sending tanks with depleted uranium rounds, and John Kirby said Russia should just retreat if it objects to this. https://t.co/4vrGhndLIW",1861,2
1593,1476,1476,AMarch4OurLives,2023-03-29 03:52:12+00:00,1411,329,114,6,112239.0,"FACT: It’s not gender affirming care for trans and non-binary youth that’s killing kids. 

FACT: It’s not protecting queer rights that’s killing kids. 

FACT: GUNS ARE KILLING KIDS. Every. Single. Day. 

We must protect trans youth. Always.",1860,0
1594,4160,4160,SpectralAurora_,2023-03-29 11:25:37+00:00,1646,106,106,1,22453.0,"the rise in anti trans sentiment, especially in florida is making me hesitant to wear the dress to prom, but fuck it

this is supposed to be one of the biggest moments of my time in highschool, im gonna do it as me",1859,2
1595,4693,4693,__citgo,2023-03-30 01:54:39+00:00,1271,565,6,14,108298.0,If you grew up without a father &amp; you turn around and do the same shit to your kids you a lame ass nigga!,1856,0
1596,4997,4997,__citgo,2023-03-30 01:54:39+00:00,1271,565,6,14,108303.0,If you grew up without a father &amp; you turn around and do the same shit to your kids you a lame ass nigga!,1856,0
1597,5006,5006,__citgo,2023-03-30 01:54:39+00:00,1271,565,6,14,108303.0,If you grew up without a father &amp; you turn around and do the same shit to your kids you a lame ass nigga!,1856,0
1598,4949,4949,__citgo,2023-03-30 01:54:39+00:00,1271,565,6,14,108303.0,If you grew up without a father &amp; you turn around and do the same shit to your kids you a lame ass nigga!,1856,0
1599,11261,11261,AntiWhiteWatch1,2023-03-30 23:09:11+00:00,1281,461,90,24,59864.0,"Have never seen this particular incident. If anyone has details please drop them in the comments.

#BlackOnWhiteViolence",1856,2
1600,6485,6485,bornagainsteph,2023-03-30 20:15:26+00:00,1348,137,347,20,34943.0,"It’s funny how some “Christians” follow me, but NEVER like, retweet or reply to ANY of my Jesus tweets. But the ONLY time I see them interact with my tweets is to tell me I’m wrong, persecute me, blame me for their sin, cast stones at me, or act “holier than thou”.",1852,2
1601,2329,2329,tatereeves,2023-03-25 11:47:05+00:00,1299,281,198,72,396233.0,"At least twenty three Mississippians were killed by last night’s violent tornados. We know that many more are injured. Search and rescue teams are still active. 

The loss will be felt in these towns forever. Please pray for God’s hand to be over all who lost family and friends.",1850,2
1602,5338,5338,crazy30secs,2023-03-26 21:30:00+00:00,1763,62,10,12,65430.0,He got Rocked for trying a Dirty Sucker Punch... https://t.co/5mTyxuBuNL,1847,2
1603,7888,7888,thebradfordfile,2023-03-31 01:21:18+00:00,1457,354,32,4,15452.0,Trump is right. They're not going to stop with him. They hate you and everything that is good in America.,1847,2
1604,8929,8929,hayateey1,2023-03-28 19:02:40+00:00,1286,478,42,38,46259.0,"As a married woman, no matter the level of success or financial freedom you attain, your heaven is dependent upon how you treat your husband. 

The only time you are enjoined to disobey your husband is when he asks you to disobey Allah.",1844,2
1605,5970,5970,Steve_Sailer,2023-03-27 05:00:55+00:00,1527,236,30,48,220225.0,"Updated:

38 transgenders killed in 2021:

20 perps were reported to be black
3 perps were Hispanic
Zero perps are known to be white

No suspects yet in 10 cases
2 killed by police, 1 in jail, 1 by a juvenile, 1 by another trans of unstated race.

In PR, 6 trans killed by PRs.",1841,0
1606,9525,9525,nytimes,2023-03-31 17:30:10+00:00,1029,523,248,41,489437.0,"Facing huge losses on the battlefields of Ukraine, with its weapon stocks running low and international sanctions piling up, Russia is hoping to be resupplied by North Korea with a secret food-for-weapons deal, a senior White House official said. https://t.co/XlYTlBMFRE",1841,2
1607,8131,8131,nytimes,2023-03-31 17:30:10+00:00,1029,523,248,41,489315.0,"Facing huge losses on the battlefields of Ukraine, with its weapon stocks running low and international sanctions piling up, Russia is hoping to be resupplied by North Korea with a secret food-for-weapons deal, a senior White House official said. https://t.co/XlYTlBMFRE",1841,2
1608,3849,3849,Abass4l,2023-03-26 10:19:05+00:00,1470,303,50,17,93654.0,"Look at Wizkid putting Port harcourt niggas on, co-signing them, from Ducan mighty to omah to Odumodu. Something Burna boy will never do, all he knows how to do is use PH struggle to push Grammy agenda and his own selfish interest",1840,2
1609,1722,1722,CDingly89,2023-03-23 21:36:18+00:00,1603,182,39,16,105467.0,Average daily commute for a white person in a walkable city https://t.co/hGTgPPadgH,1840,2
1610,624,624,CDingly89,2023-03-23 21:36:18+00:00,1603,182,39,16,105467.0,Average daily commute for a white person in a walkable city https://t.co/hGTgPPadgH,1840,2
1611,6830,6830,dyke4yoongi,2023-03-31 16:37:48+00:00,1383,442,2,12,25013.0,reminder that namjoon specifically mentioned gender identity in his 2018 UN speech. namjoon LOVES trans people &amp; wants trans people to LOVE ourselves!! https://t.co/sFoFIUOgaV,1839,2
1612,3961,3961,1stitch2gether7,2023-03-29 22:40:29+00:00,1303,451,44,41,32234.0,"You work 8 hours to live 4.
You work 6 days to enjoy 1.
You work 8 hours to eat in 15 min.
You work 8 hours to sleep 5.
You work all your life and contemplate only your last breaths.
Time for a revolution. We are not slaves. https://t.co/qyX0OoipRs",1839,2
1613,3613,3613,KaiserNeko,2023-03-31 23:05:48+00:00,1623,156,52,7,41321.0,"Dungeons &amp; Dragons: Honor Among Thieves is fucking great. Ignore the marketing! It's a passionate, well made fantasy action romp. I genuinely enjoyed it, start to finish.",1838,2
1614,6481,6481,DrSukantaBJP,2023-03-31 13:39:48+00:00,1210,575,43,9,34634.0,"Mamata didi's appeasement of a particular community knows no bounds. Spreading lies to blame the innocent victims themselves is the best your government can do.
Shameless! Spineless! https://t.co/auel1p1T7W",1837,2
1615,443,443,TrashDaySSB,2023-03-28 20:24:26+00:00,1639,127,43,27,288163.0,"With BTS officially gone, I want to take a second to shout out some of the all time greats that we’ve lost. 

RIP 🙌🏼🕊️ https://t.co/lK2qfnUn7J",1836,2
1616,6989,6989,tolerateitlover,2023-03-24 15:48:33+00:00,1691,50,37,57,94375.0,i fucking hate yall sometimes :/https://t.co/Cw7HPFvXwi,1835,0
1617,1360,1360,LilySimpson1312,2023-03-23 20:21:48+00:00,1557,259,12,6,20966.0,This is a fucking disgrace https://t.co/nBxRIiH1N3,1834,1
1618,7316,7316,LilySimpson1312,2023-03-23 20:21:48+00:00,1557,259,12,6,20966.0,This is a fucking disgrace https://t.co/nBxRIiH1N3,1834,1
1619,5894,5894,Jingjing_Li,2023-03-30 03:09:35+00:00,1279,436,72,44,51728.0,"A country that has 

▪️ toppled so many govts
▪️ led so many coups across the world, 
▪️ killed so many leaders
▪️ built on enslavement of other human beings, the humiliations of Africans, plunder of Africa

cannot claim to be the champion of democracy.
Speech by @DrFredMmembe https://t.co/IT2ZfM6tPn",1831,2
1620,7493,7493,ScottDMenzel,2023-03-31 03:56:23+00:00,1644,144,4,34,157517.0,"AIR - Believe the hype, this film is phenomenal in every way. The script feels like one of the best Aaron Sorkin scripts that he didn’t write. The cast is all around fantastic with Matt Damon delivering a career best performance. I hate talking about awards season in March but I… https://t.co/cVdhOPy95B",1826,2
